DB Version;Assembly Accession;Chromosome/Plasmid Name;Chromosome/Plasmid Xref;PGD Gene ID;Locus Tag;Feature Type;Start;End;Strand;Gene Name;Gene synonyns;Product Name;Product Name Confidence Class;Product Synonyms;RefSeq Accession;Length (nucleotides);Length (amino acids);Ortholog Group ID;ortholog_fragment?;Putative Inparalog Locus Tag;Putative Inparalog Name;Putative Inparalog Accession;Percent Identity;Alignment Length
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664970;PSPA7_1089;CDS;1088822;1090189;+;mpl;;UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase;;;WP_012074414.1;1368;456;POG001663;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664972;PSPA7_1090;CDS;1090186;1090815;+;;;aromatic acid decarboxylase;;;WP_012074415.1;630;210;POG001664;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664974;PSPA7_1091;CDS;1090799;1091092;+;;;hypothetical protein;;;WP_012074416.1;294;98;POG001665;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664976;PSPA7_1092;CDS;1091112;1091753;-;;;hypothetical protein;;;WP_003155587.1;642;214;POG001666;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664978;PSPA7_1093;CDS;1091800;1093539;-;;;hypothetical protein;;;WP_012074417.1;1740;580;POG001667;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664980;PSPA7_1094;CDS;1093747;1094202;-;;;hypothetical protein;;;WP_012074418.1;456;152;POG001668;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664982;PSPA7_1095;CDS;1094396;1094758;+;;;hypothetical protein;;;WP_003155583.1;363;121;POG001669;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664984;PSPA7_1096;CDS;1094758;1095468;+;;;hypothetical protein;;;WP_012074419.1;711;237;POG001670;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664986;PSPA7_1097;CDS;1095488;1096081;+;;;hypothetical protein;;;WP_012074420.1;594;198;POG001671;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664988;PSPA7_1098;CDS;1096092;1097405;-;;;hypothetical protein;;;WP_012074421.1;1314;438;POG001672;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664990;PSPA7_1099;CDS;1097402;1098097;-;;;3-methyladenine DNA glycosylase;;;YP_001346485.1;696;232;POG001673;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664992;PSPA7_1100;CDS;1098185;1099042;+;;;hypothetical protein;;;WP_012074423.1;858;286;POG001674;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664994;PSPA7_1101;CDS;1099050;1100273;-;;;putative hydrolase;;;WP_012074424.1;1224;408;POG001675;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664996;PSPA7_1102;CDS;1100571;1101836;+;proA;;gamma-glutamyl phosphate reductase;;;WP_012074425.1;1266;422;POG001676;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1664998;PSPA7_1103;CDS;1101836;1102480;+;nadD;;nicotinic acid mononucleotide adenylyltransferase;;;WP_003153394.1;645;215;POG001677;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665000;PSPA7_1104;CDS;1102503;1102859;+;;;hypothetical protein;;;WP_003153392.1;357;119;POG001678;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665002;PSPA7_1105;CDS;1102867;1103334;+;;;rRNA large subunit methyltransferase;;;WP_003093193.1;468;156;POG001679;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665004;PSPA7_1106;CDS;1103347;1105287;+;mrdA;;penicillin-binding protein 2;;;WP_003153390.1;1941;647;POG001680;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665006;PSPA7_1107;CDS;1105277;1106422;+;mrdB;;rod shape-determining protein;;;WP_003153388.1;1146;382;POG001681;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665008;PSPA7_1108;CDS;1106443;1107453;+;mltB2;;soluble lytic transglycosylase B;;;WP_012074426.1;1011;337;POG001682;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665010;PSPA7_1109;CDS;1107450;1108478;+;;;putative lipoprotein;;;YP_001346495.1;1029;343;POG001683;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665012;PSPA7_1110;CDS;1108544;1109704;+;dacC;;D-ala-D-ala-carboxypeptidase;;;WP_003153384.1;1161;387;POG001684;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665014;PSPA7_1111;CDS;1109775;1110056;+;;;hypothetical protein;;;WP_003153382.1;282;94;POG001685;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665016;PSPA7_1112;CDS;1110056;1110709;+;lipB;;lipoate-protein ligase B;;;WP_003093177.1;654;218;POG001686;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665018;PSPA7_1113;CDS;1110718;1111689;+;lipA;;lipoyl synthase;;;YP_001346499.1;972;324;POG001687;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665020;PSPA7_1114;CDS;1111918;1112823;-;;;putative transcriptional regulator;;;WP_012074429.1;906;302;POG001688;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665022;PSPA7_1116;CDS;1112917;1113627;+;;;alpha/beta hydrolase;;;WP_012074430.1;711;237;POG000798;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665024;PSPA7_1115;CDS;1113585;1114931;-;;;putative lipoprotein;;;WP_012074431.1;1347;449;POG001689;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665026;PSPA7_1117;CDS;1114864;1115328;+;;;hypothetical protein;;;YP_001346503.1;465;155;POG001690;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665028;PSPA7_1118;CDS;1115506;1115658;-;;;hypothetical protein;;;WP_003152231.1;153;51;POG001691;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665030;PSPA7_1119;CDS;1115750;1116787;-;holA;;DNA polymerase III subunit delta;;;WP_003152232.1;1038;346;POG001692;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665032;PSPA7_1120;CDS;1116825;1117451;-;;;hypothetical protein;;;YP_001346506.1;627;209;POG001693;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665034;PSPA7_1121;CDS;1117515;1120136;-;leuS;;leucyl-tRNA synthetase;;;WP_012074434.1;2622;874;POG001694;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665036;PSPA7_1122;CDS;1120307;1120738;+;;;hypothetical protein;;;WP_012074435.1;432;144;POG001695;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665038;PSPA7_1123;CDS;1120811;1121572;+;;;hypothetical protein;;;WP_012074436.1;762;254;POG001696;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665040;PSPA7_1124;CDS;1121621;1123156;-;lnt;;apolipoprotein N-acyltransferase;;;WP_003157109.1;1536;512;POG001697;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665042;PSPA7_1125;CDS;1123354;1124193;-;;;hypothetical protein;;;WP_012074437.1;840;280;POG001698;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665044;PSPA7_1126;CDS;1124190;1124696;-;;;putative metalloprotease;;;YP_001346512.1;507;169;POG001699;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665046;PSPA7_1127;CDS;1124662;1125684;-;;;hypothetical protein;;;WP_003157107.1;1023;341;POG001700;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665048;PSPA7_1128;CDS;1125854;1127194;-;miaB;;(dimethylallyl)adenosine tRNA methylthiotransferase;;;WP_012074439.1;1341;447;POG001701;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665050;PSPA7_1129;CDS;1127322;1127654;+;;;hypothetical protein;;;WP_003093157.1;333;111;POG001702;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665052;PSPA7_1130;CDS;1127673;1128221;-;;;hypothetical protein;;;WP_012074440.1;549;183;POG001703;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665054;PSPA7_1131;CDS;1128427;1129710;-;hemL;;glutamate-1-semialdehyde aminotransferase;;;WP_012074441.1;1284;428;POG001704;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665056;PSPA7_1132;CDS;1129749;1130378;-;thiE;;thiamine-phosphate pyrophosphorylase;;;WP_012074442.1;630;210;POG001705;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665058;PSPA7_1133;CDS;1130389;1131204;-;thiD;;phosphomethylpyrimidine kinase;;;YP_001346519.1;816;272;POG001706;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665060;PSPA7_1134;CDS;1131395;1133782;+;;;two-component sensor;;;WP_012074444.1;2388;796;POG002178;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665062;PSPA7_1135;CDS;1133888;1134535;+;;;putative transcriptional regulator;;;WP_012074445.1;648;216;POG000241;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665064;PSPA7_1136;CDS;1134532;1136181;+;;;putative acyl-CoA dehydrogenase;;;WP_012074446.1;1650;550;POG001707;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665066;PSPA7_1137;CDS;1136193;1136624;+;;;hypothetical protein;;;WP_012074447.1;432;144;POG001708;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665068;PSPA7_1138;CDS;1136703;1138178;+;amn;;AMP nucleosidase;;;WP_003154125.1;1476;492;POG001709;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665070;PSPA7_1140;CDS;1138331;1138897;+;;;SEC-C metal-binding protein;;;WP_012074448.1;567;189;POG014271;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665072;PSPA7_1139;CDS;1138855;1139943;-;;;hypothetical protein;;;WP_012074449.1;1089;363;POG001710;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665074;PSPA7_1141;CDS;1140082;1140651;+;;;putative pseudouridine synthase;;;WP_012074450.1;570;190;POG001711;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665076;PSPA7_1142;CDS;1140685;1141077;-;;;hypothetical protein;;;WP_003154126.1;393;131;POG001712;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665078;PSPA7_1143;CDS;1141178;1141387;-;;;hypothetical protein;;;WP_003093125.1;210;70;POG001713;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665080;PSPA7_1144;CDS;1141588;1142067;-;;;putative transcriptional regulator;;;WP_003106063.1;480;160;POG001714;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665082;PSPA7_1145;CDS;1142385;1142510;+;;;hypothetical protein;;;YP_001346531.1;126;42;POG014270;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665084;PSPA7_1146;CDS;1142529;1143425;-;;;putative transporter;;;WP_003154127.1;897;299;POG001716;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665086;PSPA7_1147;CDS;1143513;1143929;-;;;hypothetical protein;;;WP_012074452.1;417;139;POG001717;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665088;PSPA7_1148;CDS;1144071;1146587;+;hrpB;;ATP-dependent helicase HrpB;;;WP_012074453.1;2517;839;POG001718;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665090;PSPA7_1149;CDS;1146598;1147005;-;;;hypothetical protein;;;WP_012074454.1;408;136;POG001719;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665092;PSPA7_1150;CDS;1147031;1147765;-;;;hypothetical protein;;;WP_003157169.1;735;245;POG001635;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665094;PSPA7_1151;CDS;1147857;1148942;-;;;hypothetical protein;;;YP_001346537.1;1086;362;POG001720;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665096;PSPA7_1152;CDS;1149141;1149575;-;;;hypothetical protein;;;WP_012074456.1;435;145;POG001722;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665098;PSPA7_1153;CDS;1149642;1150298;-;;;hypothetical protein;;;WP_003156728.1;657;219;POG001723;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665100;PSPA7_1154;CDS;1150384;1151478;-;;;hypothetical protein;;;WP_003156730.1;1095;365;POG001724;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665102;PSPA7_1155;CDS;1151636;1152217;-;;;hypothetical protein;;;WP_003156731.1;582;194;POG001725;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665104;PSPA7_1156;CDS;1152317;1153033;+;;;hypothetical protein;;;WP_012074457.1;717;239;POG001726;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665106;PSPA7_1157;CDS;1153099;1153602;+;;;hypothetical protein;;;WP_012074458.1;504;168;POG001727;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665108;PSPA7_1158;CDS;1153680;1155023;+;;;ATP-dependent RNA helicase;;;WP_012074459.1;1344;448;POG001728;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665110;PSPA7_1159;CDS;1155056;1156531;-;;;hypothetical protein;;;YP_001346545.1;1476;492;POG001729;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665112;PSPA7_1160;CDS;1156575;1157204;-;;;putative two-component response regulator;;;WP_003151746.1;630;210;POG001730;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665114;PSPA7_1161;CDS;1157487;1158665;+;;;two-component response regulator;;;WP_003151744.1;1179;393;POG001731;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665116;PSPA7_1162;CDS;1158799;1162446;+;;;two-component sensor;;;WP_012074461.1;3648;1216;POG001586;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665118;PSPA7_1163;CDS;1162690;1163280;+;;;hypothetical protein;;;WP_012074462.1;591;197;POG001732;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665121;PSPA7_1165;CDS;1163887;1165482;+;;;hypothetical protein;;;WP_012074463.1;1596;532;POG001733;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665123;PSPA7_1166;CDS;1165516;1166385;+;tesB;;acyl-CoA thioesterase II;;;WP_012074464.1;870;290;POG001734;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665125;PSPA7_1167;CDS;1166382;1166978;+;;;hypothetical protein;;;WP_012074465.1;597;199;POG001735;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665127;PSPA7_1168;CDS;1167087;1167368;-;;;putative DNA binding protein;;;WP_012074466.1;282;94;POG001736;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665129;PSPA7_1169;CDS;1167963;1168976;+;tauA;;taurine ABC transporter periplasmic binding protein;;;WP_012074467.1;1014;338;POG001738;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665131;PSPA7_1170;CDS;1169041;1169832;+;;;taurine ABC transporter ATP-binding protein;;;WP_012074468.1;792;264;POG000182;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665133;PSPA7_1171;CDS;1169822;1170640;+;;;taurine ABC transporter permease;;;WP_012074469.1;819;273;POG001739;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665135;PSPA7_1172;CDS;1170750;1171583;+;tauD;;taurine dioxygenase;;;WP_012074470.1;834;278;POG001740;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665137;PSPA7_1173;CDS;1171733;1173769;+;;;OPT family oligopeptide transporter;;;WP_012074471.1;2037;679;POG001741;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665139;PSPA7_1174;CDS;1173899;1175914;-;;;choline transporter;;;YP_001346559.1;2016;672;POG001742;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665141;PSPA7_1175;CDS;1176051;1177025;-;;;transcriptional regulator;;;WP_003148865.1;975;325;POG001743;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665143;PSPA7_1176;CDS;1177195;1177974;-;;;hypothetical protein;;;WP_003148863.1;780;260;POG001744;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665145;PSPA7_1177;CDS;1178409;1179857;+;cioA;;cyanide insensitive terminal oxidase;;;WP_012074473.1;1449;483;POG001745;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665147;PSPA7_1178;CDS;1179861;1180868;+;cydB2;;cytochrome d ubiquinol oxidase, subunit II;;;WP_003093053.1;1008;336;POG001746;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665149;PSPA7_1179;CDS;1180882;1181052;+;;;hypothetical protein;;;WP_003148860.1;171;57;POG001747;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665151;PSPA7_1180;CDS;1181228;1182016;-;;;putative transcriptional regulator;;;WP_012074474.1;789;263;POG000764;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665153;PSPA7_1181;CDS;1182118;1183299;+;;;MFS family transporter;;;WP_012074475.1;1182;394;POG001748;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665155;PSPA7_1182;CDS;1183356;1184531;-;;;putative acyl-CoA thiolase;;;WP_012074476.1;1176;392;POG001749;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665157;PSPA7_1183;CDS;1184713;1186395;+;;;long-chain-fatty-acid--CoA ligase;;;WP_003148856.1;1683;561;POG001750;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665159;PSPA7_1184;CDS;1186606;1188531;+;;;hypothetical protein;;;WP_012074477.1;1926;642;POG001751;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665161;PSPA7_1185;CDS;1188592;1189959;+;;;hypothetical protein;;;WP_003148854.1;1368;456;POG001752;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665163;PSPA7_1186;CDS;1190292;1193012;+;;;transcriptional regulator;;;WP_012074478.1;2721;907;POG001753;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665165;PSPA7_1187;CDS;1193044;1195422;-;;;putative metal transporting P-type ATPase;;;WP_012074479.1;2379;793;POG001754;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665167;PSPA7_1188;CDS;1195739;1195930;-;;;hypothetical protein;;;WP_003093040.1;192;64;POG023998;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665169;PSPA7_1189;CDS;1195919;1197310;+;;;hypothetical protein;;;WP_012074480.1;1392;464;POG001755;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665171;PSPA7_1190;CDS;1197576;1198058;+;moaC;;molybdenum cofactor biosynthesis protein MoaC;;;WP_012074481.1;483;161;POG001758;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665173;PSPA7_1191;CDS;1198055;1198306;+;moaD;;molybdopterin converting factor small subunit;;;WP_003156340.1;252;84;POG001759;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665175;PSPA7_1192;CDS;1198311;1198763;+;moaE;;molybdopterin converting factor large subunit;;;WP_003156338.1;453;151;POG001760;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665177;PSPA7_1193;CDS;1198865;1199422;+;moaB2;;molybdenum cofactor biosynthesis protein B;;;WP_012074482.1;558;186;POG001761;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665179;PSPA7_1194;CDS;1199419;1200642;+;moeA1;;molybdenum cofactor biosynthetic protein A1;;;WP_012074483.1;1224;408;POG001762;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665181;PSPA7_1195;CDS;1200757;1201752;+;;;putative protease;;;WP_003093020.1;996;332;POG001763;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665183;PSPA7_1196;CDS;1201764;1202654;+;;;hypothetical protein;;;WP_003148589.1;891;297;POG001764;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665185;PSPA7_1197;CDS;1202648;1203151;+;;;hypothetical protein;;;WP_012074484.1;504;168;POG001765;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665189;PSPA7_1199;CDS;1204498;1204668;-;;;hypothetical protein;;;YP_001346584.1;171;57;POG014884;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665191;PSPA7_1200;CDS;1205501;1207054;+;;;hypothetical protein;;;YP_001346585.1;1554;518;POG001766;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665193;PSPA7_1201;CDS;1207091;1209433;+;;;PKD domain-containing protein;;;WP_012074488.1;2343;781;POG001767;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665195;PSPA7_1202;CDS;1209602;1211185;-;prfC;;peptide chain release factor 3;;;WP_012074489.1;1584;528;POG001772;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665197;PSPA7_1203;CDS;1211410;1211871;+;;;hypothetical protein;;;WP_003156809.1;462;154;POG001773;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665199;PSPA7_1204;CDS;1211993;1214347;-;fecA;;Fe(III) dicitrate transport protein FecA;;;WP_012074490.1;2355;785;POG001774;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665201;PSPA7_1205;CDS;1214441;1215394;-;;;putative transmembrane sensor;;;WP_012074491.1;954;318;POG000462;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665203;PSPA7_1206;CDS;1215391;1215900;-;;;RNA polymerase sigma factor;;;WP_012074492.1;510;170;POG000463;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665205;PSPA7_1207;CDS;1216001;1216882;-;;;putative transcriptional regulator;;;WP_012074493.1;882;294;POG000722;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665207;PSPA7_1208;CDS;1217008;1217910;+;;;hypothetical protein;;;WP_012074494.1;903;301;POG001775;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665209;PSPA7_1209;CDS;1217930;1218907;-;;;putative 2-hydroxyacid dehydrogenase;;;WP_012074495.1;978;326;POG001776;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665211;PSPA7_1210;CDS;1219002;1219955;-;;;putative transcriptional regulator;;;WP_003157793.1;954;318;POG000157;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665213;PSPA7_1211;CDS;1220202;1221692;+;;;hypothetical protein;;;WP_012074496.1;1491;497;POG001777;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665215;PSPA7_1212;CDS;1221689;1223884;+;;;hypothetical protein;;;WP_012074497.1;2196;732;POG000842;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665217;PSPA7_1213;CDS;1223874;1224074;+;;;hypothetical protein;;;WP_003082823.1;201;67;POG014269;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665219;PSPA7_1214;CDS;1224110;1225018;+;;;hypothetical protein;;;WP_012074498.1;909;303;POG001778;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665221;PSPA7_1215;CDS;1225142;1226305;-;;;ABC transporter ATP-binding protein;;;WP_003156262.1;1164;388;POG001779;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665223;PSPA7_1216;CDS;1226318;1226980;-;;;ABC transporter permease;;;WP_003156264.1;663;221;POG001780;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665225;PSPA7_1217;CDS;1226980;1227915;-;;;putative ABC transporter binding protein subunit;;;WP_012074499.1;936;312;POG001781;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665227;PSPA7_1218;CDS;1227915;1228637;-;;;ABC transporter permease;;;WP_012074500.1;723;241;POG001782;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665229;PSPA7_1219;CDS;1228781;1229005;-;;;hypothetical protein;;;YP_001346604.1;225;75;POG023999;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665231;PSPA7_1220;CDS;1229078;1230352;+;nhaP;;Na+/H+ antiporter NhaP;;;WP_003156268.1;1275;425;POG001783;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665233;PSPA7_1221;CDS;1230410;1230655;-;;;hypothetical protein;;;WP_012074502.1;246;82;POG014268;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665235;PSPA7_1222;CDS;1230685;1231584;-;;;hypothetical protein;;;WP_012074503.1;900;300;POG001785;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665237;PSPA7_1223;CDS;1231688;1232344;-;;;hypothetical protein;;;WP_012074504.1;657;219;POG001786;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665239;PSPA7_1224;CDS;1232439;1232825;-;;;hypothetical protein;;;WP_012074505.1;387;129;POG001787;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665241;PSPA7_1225;CDS;1232836;1233666;-;;;short chain dehydrogenase;;;WP_012074506.1;831;277;POG001788;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665243;PSPA7_1226;CDS;1233738;1234487;-;;;hypothetical protein;;;WP_003151307.1;750;250;POG001789;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665245;PSPA7_1227;CDS;1234504;1234968;-;;;hypothetical protein;;;WP_003151305.1;465;155;POG001790;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665247;PSPA7_1228;CDS;1235116;1235511;-;;;hypothetical protein;;;WP_003151303.1;396;132;POG001791;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665249;PSPA7_1229;CDS;1235596;1236255;-;narL;;transcriptional regulator NarL;;;WP_003151302.1;660;220;POG001792;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1665251;PSPA7_1230;CDS;1236252;1238120;-;narX;;two-component sensor NarX;;;WP_012074507.1;1869;623;POG001793;0;;;;;
